x1,x2,target
-0.326762636,1.4436394918825992,1
2.031314422532081,0.41046967372204396,0
-0.301386283,-0.068200185,0
0.8483978373177751,1.1663657625513375,0
0.6438251546403312,0.6690530476202267,0
-1.565127683,-0.744962877,0
-1.943118116,0.10366361225704361,1
0.9004488999813374,-0.553190294,1
-1.518829465,0.5656832067296693,1
-0.802205106,2.245470447046653,1
1.4687551491940343,0.256948236,0
0.754908877,0.295089906,0
0.32383417427961714,0.5655942410959137,0
-0.547868299,-0.830277342,0
0.6132940647127576,1.1977105267989905,0
-0.017003867,-0.341032084,0
-0.072008479,1.1267006842890925,1
0.8631124965105605,1.386167770159055,0
1.294850993086274,-0.483413336,1
-0.475098764,-0.597592593,0
0.5246702115285484,-2.450745446,1
-0.277974497,1.2050349639902536,1
0.13026863737312683,0.73522518,0
-0.582290917,-1.639544032,0
0.2632576170354918,0.23707617224254207,0
-0.398329161,-0.210888917,0
1.4710458584363684,0.34764483286967035,0
-0.581952896,1.0187384594034836,1
0.9075475965832688,-0.851900559,1
-0.447663425,-1.194282607,0
-0.647118856,0.6532593865711842,1
1.007825129313885,1.3275789545058647,0
0.21131968859089423,0.578304853,0
0.055240240432606336,-0.030769216,1
1.124573968675571,-1.608814096,1
2.884280151161867,2.274796470483792,0
0.00548605,-0.476195399,1
-1.419206937,1.2264032808444514,1
0.845777941,-1.072004988,1
-1.064247876,1.485393001337384,1
0.21562301498182168,0.7077661180971394,0
-0.316494677,1.1717104154419458,1
-0.587597828,-1.819711272,0
-0.968604245,0.5404783652298903,1
0.03218919,-0.472759197,1
-1.520385229,-0.081308776,0
-0.561402513,1.0631909278066056,1
